x,y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10]
,2010-05-07,2.3,2.5,2.585,2.69,2.795,2.9,3.005,3.11,3.215,None,None
,2010-05-10,2.3,2.5,2.585,2.69,2.795,2.9,3.005,3.11,3.215,None,None
,2010-05-11,2.3,2.5,2.6,2.705,2.81,2.915,3.02,3.125,3.23,None,None
,2010-05-12,2.3,2.5,2.6,2.705,2.81,2.915,3.02,3.125,3.23,None,None
,2010-05-13,2.3,2.505,2.605,2.715,2.82,2.925,3.03,3.135,3.24,None,None
,2010-05-14,2.3,2.505,2.605,2.715,2.82,2.925,3.03,3.135,3.24,None,None
,2010-05-17,2.3,2.485,2.565,2.665,2.765,2.865,2.965,3.065,3.165,None,None
,2010-05-18,2.3,2.485,2.565,2.665,2.765,2.865,2.965,3.065,3.165,None,None
,2010-05-19,2.28,2.435,2.475,2.57,2.665,2.76,2.855,2.95,3.045,None,None
,2010-05-20,2.28,2.395,2.44,2.56,2.655,2.75,2.845,2.94,3.035,None,None
,2010-05-21,2.28,2.395,2.44,2.545,2.64,2.735,2.83,2.925,3.02,None,None
,2010-05-24,2.28,2.395,2.44,2.545,2.64,2.735,2.83,2.925,3.02,None,None
,2010-05-25,2.275,2.39,2.43,2.525,2.62,2.715,2.81,2.905,3,None,None
,2010-05-26,2.275,2.39,2.43,2.525,2.62,2.715,2.81,2.905,3,None,None
,2010-05-27,2.275,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-05-28,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-05-31,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-01,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-02,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-03,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-04,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-07,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-08,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-09,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-10,2.28,2.375,2.42,2.51,2.6,2.69,2.78,2.87,2.96,None,None
,2010-06-11,2.295,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-14,2.295,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-15,2.295,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-16,2.295,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-17,2.295,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-18,2.295,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-21,2.295,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-22,2.285,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-23,2.285,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-24,2.285,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-25,2.285,2.395,2.455,2.545,2.635,2.725,2.815,2.905,2.995,None,None
,2010-06-28,2.285,2.385,2.435,2.525,2.615,2.705,2.795,2.885,2.975,None,None
,2010-06-29,2.285,2.385,2.435,2.525,2.615,2.705,2.795,2.885,2.975,None,None
,2010-06-30,2.285,2.375,2.425,2.515,2.605,2.695,2.785,2.875,2.965,None,None
,2010-07-01,2.28,2.375,2.425,2.515,2.605,2.695,2.785,2.875,2.965,None,None
,2010-07-02,2.28,2.375,2.425,2.515,2.605,2.695,2.785,2.875,2.965,None,None
,2010-07-05,2.28,2.375,2.425,2.515,2.605,2.695,2.785,2.875,2.965,None,None
,2010-07-06,2.28,2.375,2.425,2.515,2.605,2.695,2.785,2.875,2.965,None,None
,2010-07-07,2.28,2.375,2.425,2.515,2.605,2.695,2.785,2.875,2.965,None,None
,2010-07-08,2.28,2.4,2.425,2.515,2.6,2.685,2.77,2.855,2.94,None,None
,2010-07-09,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-12,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-13,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-14,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-15,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-16,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-19,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-20,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-21,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-22,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-23,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-26,2.28,2.4,2.44,2.525,2.61,2.695,2.78,2.865,2.95,None,None
,2010-07-27,2.28,2.415,2.465,2.55,2.635,2.725,2.81,2.9,2.985,None,None
,2010-07-28,2.28,2.415,2.47,2.56,2.65,2.74,2.83,2.92,3.01,None,None
,2010-07-29,2.28,2.415,2.47,2.56,2.65,2.74,2.83,2.92,3.01,None,None
,2010-07-30,2.28,2.415,2.47,2.56,2.65,2.74,2.83,2.92,3.01,None,None
,2010-08-02,2.28,2.415,2.47,2.56,2.65,2.74,2.83,2.92,3.01,None,None
,2010-08-03,2.28,2.42,2.485,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-04,2.28,2.42,2.485,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-05,2.28,2.42,2.485,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-06,2.285,2.42,2.49,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-09,2.285,2.42,2.49,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-10,2.28,2.42,2.485,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-11,2.28,2.42,2.485,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-12,2.28,2.42,2.485,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-13,2.28,2.42,2.485,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-08-16,2.28,2.42,2.485,2.575,2.62,2.665,2.755,2.845,2.935,None,None
,2010-08-17,2.28,2.42,2.485,2.575,2.665,2.705,2.795,2.885,2.975,None,None
,2010-08-18,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-08-19,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-08-20,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-08-23,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-08-24,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-08-25,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-08-26,2.28,2.42,2.46,2.55,2.59,2.63,2.72,2.81,2.88,None,None
,2010-08-27,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-08-30,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-08-31,2.28,2.42,2.485,2.575,2.615,2.655,2.745,2.835,2.925,None,None
,2010-09-01,2.28,2.42,2.485,2.575,2.665,2.755,2.845,2.935,3.025,None,None
,2010-09-02,2.28,2.415,2.48,2.57,2.66,2.75,2.84,2.93,3.02,None,None
,2010-09-03,2.28,2.415,2.48,2.57,2.66,2.75,2.84,2.93,3.02,None,None
,2010-09-06,2.28,2.415,2.48,2.57,2.66,2.75,2.84,2.93,3.02,None,None
,2010-09-07,2.28,2.415,2.48,2.57,2.66,2.75,2.84,2.93,3.02,None,None
,2010-09-08,2.28,2.42,2.485,2.575,2.665,2.75,2.84,2.93,3.02,None,None
,2010-09-09,2.28,2.42,2.485,2.575,2.665,2.75,2.84,2.93,3.02,None,None
,2010-09-10,2.28,2.42,2.485,2.575,2.665,2.75,2.84,2.93,3.02,None,None
,2010-09-13,2.28,2.42,2.485,2.575,2.665,2.75,2.84,2.93,3.02,None,None
,2010-09-14,2.28,2.42,2.485,2.575,2.665,2.75,2.84,2.93,3.02,None,None
,2010-09-15,2.28,2.42,2.485,2.575,2.665,2.75,2.84,2.93,3.02,None,None
,2010-09-16,2.28,2.475,2.565,2.65,2.74,2.825,2.915,3,3.09,None,None
,2010-09-17,2.28,2.475,2.565,2.65,2.74,2.825,2.915,3,3.09,None,None
,2010-09-20,2.28,2.475,2.565,2.65,2.74,2.825,2.915,3,3.09,None,None
,2010-09-21,2.28,2.5,2.59,2.675,2.765,2.85,2.94,3.025,3.115,None,None
,2010-09-22,2.28,2.505,2.615,2.705,2.795,2.885,2.975,3.065,3.155,None,None
,2010-09-23,2.28,2.475,2.565,2.65,2.74,2.825,2.915,3,3.09,None,None
,2010-09-24,2.28,2.475,2.565,2.65,2.74,2.825,2.915,3,3.09,None,None
,2010-09-27,2.28,2.475,2.565,2.65,2.74,2.825,2.915,3,3.09,None,None
,2010-09-28,2.28,2.475,2.565,2.65,2.74,2.825,2.915,3,3.09,None,None
,2010-09-29,2.28,2.5,2.625,2.71,2.8,2.895,2.99,3.09,3.19,None,None
,2010-09-30,2.28,2.5,2.625,2.71,2.8,2.895,2.99,3.09,3.19,None,None
,2010-10-01,2.28,2.5,2.625,2.715,2.805,2.9,2.995,3.095,3.2,None,None
,2010-10-04,2.28,2.5,2.625,2.715,2.805,2.895,2.995,3.095,3.195,None,None
,2010-10-05,2.28,2.5,2.625,2.715,2.805,2.895,2.995,3.095,3.195,None,None
,2010-10-06,2.28,2.5,2.625,2.715,2.805,2.895,2.995,3.095,3.195,None,None
,2010-10-07,2.28,2.49,2.61,2.7,2.785,2.875,2.975,3.075,3.175,None,None
,2010-10-08,2.28,2.49,2.62,2.71,2.8,2.9,3,3.1,3.21,None,None
,2010-10-11,2.28,2.49,2.62,2.71,2.8,2.9,3,3.1,3.21,None,None
,2010-10-12,2.28,2.49,2.615,2.705,2.8,2.895,2.99,3.095,3.2,None,None
,2010-10-13,2.28,2.49,2.625,2.715,2.81,2.905,3.005,3.11,3.215,None,None
,2010-10-14,2.28,2.49,2.625,2.715,2.81,2.905,3.005,3.11,3.215,None,None
,2010-10-15,2.28,2.49,2.625,2.715,2.81,2.905,3.005,3.11,3.215,None,None
,2010-10-18,2.28,2.49,2.625,2.715,2.81,2.905,3.005,3.11,3.215,None,None
,2010-10-19,2.275,2.49,2.625,2.715,2.81,2.905,3.005,3.11,3.215,None,None
,2010-10-20,2.275,2.49,2.625,2.715,2.81,2.905,3.005,3.11,3.215,None,None
,2010-10-21,2.275,2.49,2.615,2.7,2.795,2.89,2.99,3.09,3.2,None,None
,2010-10-22,2.275,2.49,2.615,2.7,2.795,2.89,2.99,3.09,3.2,None,None
,2010-10-25,2.275,2.49,2.615,2.7,2.795,2.89,2.99,3.09,3.2,None,None
,2010-10-26,2.275,2.49,2.625,2.715,2.81,2.905,3.005,3.11,3.215,None,None
,2010-10-27,2.275,2.49,2.64,2.73,2.825,2.92,3.02,3.125,3.23,None,None
,2010-10-28,2.275,2.49,2.64,2.73,2.825,2.92,3.02,3.125,3.23,None,None
,2010-10-29,2.275,2.49,2.64,2.73,2.825,2.92,3.02,3.125,3.23,None,None
,2010-11-01,2.275,2.49,2.64,2.73,2.825,2.92,3.02,3.125,3.23,None,None
,2010-11-02,2.275,2.49,2.655,2.75,2.84,2.94,3.04,3.145,3.255,None,None
,2010-11-03,2.275,2.49,2.655,2.75,2.84,2.94,3.04,3.145,3.255,None,None
,2010-11-04,2.275,2.49,2.665,2.76,2.865,2.965,3.075,3.185,3.305,None,None
,2010-11-05,2.275,2.49,2.675,2.775,2.875,2.98,3.09,3.205,3.32,None,None
,2010-11-08,2.275,2.49,2.665,2.765,2.865,2.97,3.08,3.195,3.31,None,None
,2010-11-09,2.275,2.49,2.68,2.78,2.88,2.99,3.1,3.215,3.335,None,None
,2010-11-10,2.275,2.49,2.68,2.78,2.88,2.99,3.1,3.215,3.335,None,None
,2010-11-11,2.275,2.49,2.68,2.78,2.88,2.99,3.1,3.215,3.335,None,None
,2010-11-12,2.275,2.49,2.655,2.755,2.855,2.965,3.075,3.185,3.305,None,None
,2010-11-15,2.275,2.49,2.655,2.755,2.855,2.965,3.075,3.185,3.305,None,None
,2010-11-16,2.275,2.49,2.665,2.77,2.875,2.985,3.1,3.22,3.345,None,None
,2010-11-17,2.275,2.49,2.65,2.755,2.86,2.97,3.08,3.2,3.32,None,None
,2010-11-18,2.275,2.49,2.665,2.775,2.885,3.005,3.125,3.25,3.38,None,None
,2010-11-19,2.275,2.5,2.665,2.775,2.885,3.005,3.125,3.25,3.38,None,None
,2010-11-22,2.275,2.49,2.685,2.79,2.9,3.015,3.13,3.25,3.375,None,None
,2010-11-23,2.275,2.495,2.675,2.785,2.9,3.02,3.145,3.275,3.41,None,None
,2010-11-24,2.275,2.495,2.675,2.785,2.9,3.02,3.145,3.275,3.41,None,None
,2010-11-25,2.275,2.495,2.675,2.785,2.9,3.02,3.145,3.275,3.41,None,None
,2010-11-26,2.275,2.495,2.675,2.785,2.9,3.02,3.145,3.275,3.41,None,None
,2010-11-29,2.275,2.495,2.675,2.785,2.9,3.02,3.145,3.275,3.41,None,None
,2010-11-30,2.275,2.495,2.69,2.805,2.925,3.055,3.19,3.325,3.47,None,None
,2010-12-01,2.275,2.495,2.69,2.835,2.965,3.1,3.24,3.385,3.535,None,None
,2010-12-02,2.275,2.495,2.69,2.835,2.965,3.1,3.24,3.385,3.535,None,None
,2010-12-03,2.275,2.495,2.695,2.85,2.98,3.12,3.265,3.415,3.57,None,None
,2010-12-06,2.275,2.495,2.695,2.885,3.03,3.185,3.34,3.51,3.685,None,None
,2010-12-07,2.275,2.495,2.695,2.885,3.03,3.185,3.34,3.51,3.685,None,None
,2010-12-08,2.275,2.495,2.72,2.935,3.08,3.235,3.4,3.57,3.75,None,None
,2010-12-09,2.275,2.495,2.72,2.935,3.08,3.235,3.4,3.57,3.75,None,None
,2010-12-10,2.275,2.52,2.72,2.96,3.115,3.275,3.445,3.625,3.815,None,None
,2010-12-13,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-14,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-15,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-16,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-17,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-20,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-21,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-22,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-23,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-24,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-27,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-28,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-29,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-30,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2010-12-31,2.275,2.52,2.74,2.98,3.135,3.3,3.475,3.65,3.84,None,None
,2011-01-03,2.52,2.76,2.985,3.14,3.305,3.475,3.66,3.855,None,None,None
,2011-01-04,2.52,2.76,3.01,3.165,3.33,3.505,3.685,3.88,None,None,None
,2011-01-05,2.52,2.76,3.01,3.165,3.33,3.505,3.685,3.88,None,None,None
,2011-01-06,2.52,2.785,3.07,3.23,3.4,3.58,3.77,3.97,None,None,None
,2011-01-07,2.52,2.785,3.075,3.24,3.41,3.59,3.78,3.98,None,None,None
,2011-01-10,2.52,2.785,3.085,3.255,3.425,3.615,3.81,4.015,None,None,None
,2011-01-11,2.52,2.81,3.09,3.26,3.435,3.615,3.815,4.02,None,None,None
,2011-01-12,2.52,2.825,3.115,3.295,3.485,3.69,3.9,4.13,None,None,None
,2011-01-13,2.53,2.825,3.125,3.31,3.505,3.715,3.93,4.165,None,None,None
,2011-01-14,2.53,2.825,3.125,3.31,3.505,3.715,3.93,4.165,None,None,None
,2011-01-17,2.53,2.825,3.125,3.31,3.505,3.715,3.93,4.165,None,None,None
,2011-01-18,2.53,2.825,3.11,3.295,3.49,3.695,3.915,4.145,None,None,None
,2011-01-19,2.53,2.81,3.095,3.28,3.475,3.675,3.895,4.125,None,None,None
,2011-01-20,2.53,2.8,3.075,3.24,3.42,3.61,3.805,4.015,None,None,None
,2011-01-21,2.53,2.8,3.035,3.195,3.365,3.545,3.735,3.93,None,None,None
,2011-01-24,2.53,2.8,3.035,3.195,3.365,3.545,3.735,3.93,None,None,None
,2011-01-25,2.53,2.8,3.015,3.175,3.34,3.515,3.7,3.895,None,None,None
,2011-01-26,2.52,2.78,2.98,3.135,3.3,3.47,3.655,3.84,None,None,None
,2011-01-27,2.52,2.78,2.98,3.135,3.3,3.47,3.655,3.84,None,None,None
,2011-01-28,2.51,2.78,2.935,3.08,3.235,3.39,3.56,3.735,None,None,None
,2011-01-31,2.51,2.78,2.96,3.105,3.26,3.42,3.59,3.765,None,None,None
,2011-02-01,2.51,2.795,3.01,3.16,3.315,3.48,3.655,3.835,None,None,None
,2011-02-02,2.51,2.795,3.01,3.16,3.315,3.48,3.655,3.835,None,None,None
,2011-02-03,2.515,2.815,3.035,3.185,3.345,3.515,3.69,3.875,None,None,None
,2011-02-04,2.515,2.82,3.065,3.215,3.38,3.55,3.73,3.92,None,None,None
,2011-02-07,2.515,2.82,3.07,3.225,3.39,3.565,3.745,3.94,None,None,None
,2011-02-08,2.515,2.82,3.07,3.225,3.39,3.565,3.745,3.94,None,None,None
,2011-02-09,2.515,2.825,3.075,3.23,3.395,3.57,3.755,3.945,None,None,None
,2011-02-10,2.515,2.83,3.07,3.235,3.405,3.59,3.78,3.985,None,None,None
,2011-02-11,2.53,2.845,3.1,3.265,3.445,3.63,3.825,4.03,None,None,None
,2011-02-14,2.53,2.84,3.105,3.275,3.45,3.635,3.83,4.035,None,None,None
,2011-02-15,2.53,2.84,3.105,3.275,3.45,3.635,3.83,4.035,None,None,None
,2011-02-16,2.53,2.84,3.105,3.275,3.45,3.635,3.83,4.035,None,None,None
,2011-02-17,2.53,2.84,3.105,3.275,3.45,3.635,3.83,4.035,None,None,None
,2011-02-18,2.53,2.84,3.105,3.275,3.45,3.635,3.83,4.035,None,None,None
,2011-02-21,2.53,2.84,3.105,3.275,3.45,3.635,3.83,4.035,None,None,None
,2011-02-22,2.53,2.835,3.1,3.265,3.44,3.625,3.815,4.02,None,None,None
,2011-02-23,2.53,2.795,3.07,3.235,3.405,3.59,3.78,3.985,None,None,None
,2011-02-24,2.53,2.795,3.065,3.23,3.4,3.585,3.775,3.98,None,None,None
,2011-02-25,2.53,2.82,3.095,3.26,3.43,3.61,3.8,4,None,None,None
,2011-02-28,2.53,2.84,3.1,3.265,3.435,3.615,3.805,4.005,None,None,None
,2011-03-01,2.53,2.82,3.065,3.225,3.4,3.575,3.765,3.96,None,None,None
,2011-03-02,2.53,2.835,3.075,3.24,3.41,3.59,3.78,3.98,None,None,None
,2011-03-03,2.53,2.84,3.09,3.255,3.43,3.61,3.8,4,None,None,None
,2011-03-04,2.53,2.825,3.08,3.24,3.4,3.575,3.76,3.95,None,None,None
,2011-03-07,2.53,2.825,3.08,3.24,3.4,3.575,3.755,3.95,None,None,None
,2011-03-08,2.53,2.84,3.1,3.26,3.43,3.6,3.785,3.98,None,None,None
,2011-03-09,2.53,2.84,3.095,3.26,3.425,3.605,3.79,3.99,None,None,None
,2011-03-10,2.53,2.805,3.065,3.225,3.39,3.57,3.755,3.95,None,None,None
,2011-03-11,2.53,2.82,3.08,3.235,3.4,3.57,3.75,3.94,None,None,None
,2011-03-14,2.53,2.81,3.04,3.19,3.35,3.515,3.695,3.88,None,None,None
,2011-03-15,2.53,2.81,3.045,3.2,3.365,3.535,3.715,3.905,None,None,None
,2011-03-16,2.53,2.81,3.035,3.19,3.355,3.525,3.705,3.895,None,None,None
,2011-03-17,2.53,2.825,3.055,3.21,3.375,3.55,3.73,3.92,None,None,None
,2011-03-18,2.53,2.855,3.12,3.28,3.45,3.63,3.82,4.015,None,None,None
,2011-03-21,2.53,2.89,3.16,3.325,3.5,3.68,3.875,4.075,None,None,None
,2011-03-22,2.575,2.875,3.16,3.33,3.505,3.69,3.885,4.09,None,None,None
,2011-03-23,2.575,2.88,3.185,3.35,3.53,3.715,3.915,4.12,None,None,None
,2011-03-24,2.575,2.895,3.19,3.365,3.555,3.755,3.96,4.18,None,None,None
,2011-03-25,2.575,2.895,3.19,3.365,3.555,3.755,3.96,4.18,None,None,None
,2011-03-28,2.575,2.895,3.19,3.365,3.555,3.755,3.96,4.18,None,None,None
,2011-03-29,2.575,2.895,3.19,3.365,3.555,3.755,3.96,4.18,None,None,None
,2011-03-30,2.575,2.895,3.19,3.365,3.555,3.755,3.96,4.18,None,None,None
,2011-03-31,2.575,2.895,3.19,3.365,3.555,3.755,3.96,4.18,None,None,None
,2011-04-01,2.575,2.895,3.19,3.365,3.555,3.755,3.96,4.18,None,None,None
,2011-04-04,2.59,2.895,3.19,3.365,3.555,3.755,3.96,4.18,None,None,None
,2011-04-05,2.59,2.905,3.215,3.395,3.58,3.78,3.985,4.205,None,None,None
,2011-04-06,2.59,2.89,3.2,3.38,3.565,3.765,3.97,4.19,None,None,None
,2011-04-07,2.59,2.89,3.2,3.38,3.565,3.765,3.97,4.19,None,None,None
,2011-04-08,2.59,2.89,3.2,3.38,3.565,3.765,3.97,4.19,None,None,None
,2011-04-11,2.59,2.885,3.19,3.365,3.55,3.745,3.95,4.165,None,None,None
,2011-04-12,2.59,2.875,3.16,3.335,3.515,3.71,3.91,4.125,None,None,None
,2011-04-13,2.59,2.86,3.105,3.27,3.44,3.62,3.81,4.01,None,None,None
,2011-04-14,2.59,2.855,3.105,3.27,3.44,3.62,3.81,4.01,None,None,None
,2011-04-15,2.59,2.865,3.115,3.275,3.45,3.63,3.82,4.02,None,None,None
,2011-04-18,2.59,2.85,3.085,3.25,3.415,3.6,3.79,3.99,None,None,None
,2011-04-19,2.59,2.865,3.105,3.27,3.445,3.63,3.82,4.025,None,None,None
,2011-04-20,2.59,2.875,3.14,3.31,3.49,3.675,3.875,4.08,None,None,None
,2011-04-21,2.585,2.875,3.15,3.315,3.495,3.685,3.88,4.09,None,None,None
,2011-04-22,2.585,2.875,3.15,3.315,3.495,3.685,3.88,4.09,None,None,None
,2011-04-25,2.585,2.875,3.155,3.325,3.5,3.69,3.885,4.095,None,None,None
,2011-04-26,2.585,2.875,3.165,3.34,3.52,3.715,3.915,4.13,None,None,None
,2011-04-27,2.585,2.885,3.165,3.34,3.525,3.715,3.92,4.135,None,None,None
,2011-04-28,2.585,2.885,3.165,3.34,3.525,3.715,3.92,4.135,None,None,None
,2011-04-29,2.585,2.9,3.185,3.36,3.545,3.74,3.945,4.165,None,None,None
,2011-05-02,2.585,2.905,3.175,3.35,3.535,3.73,3.935,4.15,None,None,None
,2011-05-03,2.585,2.895,3.15,3.325,3.505,3.7,3.9,4.115,None,None,None
,2011-05-04,2.585,2.885,3.15,3.315,3.5,3.685,3.885,4.09,None,None,None
,2011-05-05,2.585,2.89,3.13,3.3,3.475,3.665,3.86,4.065,4.285,4.52,None
,2011-05-06,2.585,2.89,3.135,3.3,3.48,3.665,3.865,4.075,4.29,4.525,None
,2011-05-09,2.585,2.89,3.15,3.32,3.5,3.69,3.885,4.095,4.32,4.55,None
,2011-05-10,2.585,2.89,3.175,3.345,3.525,3.715,3.915,4.13,4.35,4.585,None
,2011-05-11,2.585,2.89,3.145,3.315,3.49,3.675,3.875,4.085,4.305,4.54,None
,2011-05-12,2.585,2.89,3.15,3.315,3.5,3.685,3.885,4.09,4.315,4.55,None
,2011-05-13,2.59,2.89,3.15,3.315,3.5,3.685,3.885,4.09,4.315,4.55,None
,2011-05-16,2.59,2.89,3.15,3.315,3.5,3.685,3.885,4.09,4.315,4.55,None
,2011-05-17,2.59,2.89,3.15,3.315,3.5,3.685,3.885,4.09,4.315,4.55,None
,2011-05-18,2.61,2.9,3.17,3.34,3.52,3.71,3.91,4.12,4.345,4.58,None
,2011-05-19,2.61,2.9,3.16,3.33,3.51,3.7,3.9,4.11,4.335,4.57,None
,2011-05-20,2.61,2.9,3.145,3.315,3.495,3.685,3.885,4.095,4.315,4.55,None
,2011-05-23,2.61,2.9,3.12,3.29,3.465,3.65,3.85,4.06,4.275,4.51,None
,2011-05-24,2.61,2.9,3.12,3.29,3.465,3.65,3.85,4.06,4.275,4.51,None
,2011-05-25,2.61,2.9,3.135,3.305,3.485,3.67,3.865,4.075,4.295,4.53,None
,2011-05-26,2.61,2.9,3.145,3.315,3.495,3.685,3.885,4.095,4.315,4.55,None
,2011-05-27,2.61,2.9,3.155,3.325,3.505,3.695,3.895,4.105,4.325,4.56,None
,2011-05-30,2.61,2.9,3.155,3.325,3.505,3.695,3.895,4.105,4.325,4.56,None
,2011-05-31,2.61,2.9,3.17,3.34,3.52,3.71,3.91,4.12,4.345,4.58,None
,2011-06-01,2.61,2.88,3.12,3.285,3.46,3.64,3.835,4.04,4.25,4.475,None
,2011-06-02,2.61,2.88,3.115,3.28,3.455,3.64,3.83,4.035,4.245,4.47,None
,2011-06-03,2.61,2.89,3.09,3.26,3.43,3.615,3.805,4.01,4.22,4.445,None
,2011-06-06,2.61,2.89,3.08,3.24,3.415,3.595,3.785,3.985,4.2,4.42,None
,2011-06-07,2.61,2.89,3.1,3.265,3.435,3.615,3.81,4.015,4.225,4.45,None
,2011-06-08,2.61,2.89,3.09,3.25,3.425,3.605,3.8,4,4.215,4.435,None
,2011-06-09,2.61,2.89,3.09,3.25,3.425,3.605,3.8,4,4.215,4.435,None
,2011-06-10,2.61,2.89,3.065,3.23,3.4,3.585,3.775,3.98,4.19,4.415,None
,2011-06-13,2.61,2.89,3.065,3.23,3.4,3.585,3.775,3.98,4.19,4.415,None
,2011-06-14,2.61,2.89,3.09,3.26,3.435,3.615,3.81,4.015,4.23,4.455,None
,2011-06-15,2.61,2.89,3.07,3.23,3.4,3.585,3.78,3.98,4.195,4.42,None
,2011-06-16,2.61,2.89,3.07,3.23,3.4,3.585,3.78,3.98,4.195,4.42,None
,2011-06-17,2.61,2.89,3.07,3.23,3.4,3.585,3.78,3.98,4.195,4.42,None
,2011-06-20,2.61,2.875,3.04,3.205,3.375,3.555,3.74,3.945,4.155,4.375,None
,2011-06-21,2.615,2.88,3.075,3.24,3.415,3.595,3.79,3.99,4.205,4.43,None
