x,y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10]
,2013-06-07,3.465,3.825,4.085,4.295,4.515,4.73,4.94,5.15,5.355,None,None
,2013-06-10,3.465,3.82,4.085,4.295,4.515,4.73,4.94,5.15,5.355,None,None
,2013-06-11,3.465,3.815,4.075,4.295,4.515,4.73,4.94,5.15,5.355,None,None
,2013-06-12,3.465,3.815,4.07,4.295,4.515,4.73,4.945,5.155,5.365,None,None
,2013-06-13,3.465,3.8,4.05,4.28,4.5,4.71,4.925,5.13,5.335,None,None
,2013-06-14,3.465,3.81,4.08,4.29,4.51,4.73,4.945,5.16,5.365,None,None
,2013-06-17,3.465,3.815,4.08,4.29,4.51,4.73,4.945,5.16,5.365,None,None
,2013-06-18,3.465,3.815,4.08,4.285,4.505,4.725,4.94,5.15,5.36,None,None
,2013-06-19,3.465,3.81,4.085,4.29,4.51,4.73,4.945,5.16,5.365,None,None
,2013-06-20,3.465,3.8,4.06,4.265,4.485,4.705,4.915,5.13,5.335,None,None
,2013-06-21,3.465,3.775,4.02,4.23,4.445,4.66,4.87,5.08,5.285,None,None
,2013-06-24,3.465,3.78,4,4.19,4.395,4.6,4.805,5.005,5.2,None,None
,2013-06-25,3.465,3.775,4.01,4.215,4.44,4.665,4.885,5.105,5.32,None,None
,2013-06-26,3.465,3.78,4.025,4.235,4.465,4.69,4.915,5.135,5.355,None,None
,2013-06-27,3.465,3.78,4.03,4.25,4.475,4.695,4.92,5.135,5.35,None,None
,2013-06-28,3.465,3.78,4.035,4.25,4.475,4.695,4.92,5.135,5.35,None,None
,2013-07-01,3.465,3.785,4.04,4.25,4.475,4.7,4.92,5.14,5.355,None,None
,2013-07-02,3.465,3.785,4.03,4.245,4.465,4.69,4.92,5.15,5.38,None,None
,2013-07-03,3.465,3.78,4.025,4.23,4.45,4.675,4.9,5.13,5.36,None,None
,2013-07-04,3.465,3.78,4.025,4.23,4.45,4.675,4.9,5.13,5.36,None,None
,2013-07-05,3.465,3.78,4.025,4.23,4.45,4.675,4.9,5.13,5.36,None,None
,2013-07-08,3.465,3.78,4.03,4.245,4.48,4.715,4.96,5.2,5.445,None,None
,2013-07-09,3.465,3.78,4.03,4.245,4.48,4.715,4.96,5.2,5.445,None,None
,2013-07-10,3.465,3.79,4.04,4.25,4.49,4.725,4.96,5.205,5.45,None,None
,2013-07-11,3.465,3.79,4.045,4.26,4.49,4.72,4.95,5.185,5.425,None,None
,2013-07-12,3.465,3.79,4.045,4.26,4.49,4.72,4.95,5.185,5.425,None,None
,2013-07-15,3.465,3.79,4.045,4.26,4.475,4.705,4.935,5.17,5.415,None,None
,2013-07-16,3.465,3.8,4.04,4.26,4.48,4.71,4.94,5.18,5.42,None,None
,2013-07-17,3.465,3.8,4.04,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-18,3.465,3.79,4.04,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-19,3.465,3.79,4.045,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-22,3.465,3.79,4.045,4.265,4.49,4.72,4.955,5.195,5.44,None,None
,2013-07-23,3.465,3.79,4.045,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-24,3.465,3.79,4.045,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-25,3.465,3.79,4.045,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-26,3.465,3.79,4.045,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-29,3.465,3.79,4.045,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-30,3.465,3.79,4.045,4.26,4.48,4.705,4.935,5.17,5.405,None,None
,2013-07-31,3.465,3.79,4.045,4.255,4.475,4.695,4.92,5.155,5.39,None,None
,2013-08-01,3.465,3.79,4.045,4.255,4.475,4.695,4.92,5.155,5.39,None,None
,2013-08-02,3.475,3.8,4.05,4.265,4.485,4.71,4.945,5.185,5.425,None,None
,2013-08-05,3.475,3.8,4.05,4.265,4.485,4.71,4.945,5.185,5.425,None,None
,2013-08-06,3.475,3.8,4.05,4.265,4.485,4.71,4.945,5.185,5.425,None,None
,2013-08-07,3.475,3.8,4.05,4.265,4.485,4.71,4.945,5.185,5.425,None,None
,2013-08-08,3.475,3.8,4.05,4.265,4.485,4.705,4.935,5.17,5.41,None,None
,2013-08-09,3.475,3.8,4.05,4.265,4.485,4.705,4.935,5.17,5.41,None,None
,2013-08-12,3.475,3.8,4.05,4.26,4.48,4.7,4.93,5.165,5.4,None,None
,2013-08-13,3.475,3.8,4.045,4.26,4.475,4.7,4.93,5.165,5.405,None,None
,2013-08-14,3.475,3.8,4.05,4.265,4.49,4.72,4.955,5.195,5.435,None,None
,2013-08-15,3.475,3.8,4.04,4.255,4.48,4.705,4.94,5.18,5.425,None,None
,2013-08-16,3.475,3.8,4.025,4.225,4.435,4.655,4.88,5.11,5.35,None,None
,2013-08-19,3.475,3.8,4.025,4.225,4.435,4.655,4.88,5.11,5.35,None,None
,2013-08-20,3.475,3.795,4.02,4.22,4.43,4.65,4.875,5.105,5.345,None,None
,2013-08-21,3.475,3.795,4.02,4.22,4.43,4.65,4.875,5.105,5.345,None,None
,2013-08-22,3.475,3.795,4.02,4.22,4.43,4.65,4.875,5.105,5.345,None,None
,2013-08-23,3.475,3.795,4.025,4.22,4.425,4.64,4.86,5.085,5.32,None,None
,2013-08-26,3.475,3.8,4.025,4.22,4.425,4.64,4.86,5.085,5.32,None,None
,2013-08-27,3.475,3.8,4.025,4.22,4.425,4.64,4.86,5.085,5.32,None,None
,2013-08-28,3.475,3.8,4.015,4.21,4.415,4.625,4.845,5.065,5.295,None,None
,2013-08-29,3.475,3.8,4.01,4.2,4.4,4.605,4.82,5.035,5.26,None,None
,2013-08-30,3.475,3.8,4.015,4.205,4.405,4.61,4.825,5.045,5.265,None,None
,2013-09-02,3.475,3.8,4.015,4.205,4.405,4.61,4.825,5.045,5.265,None,None
,2013-09-03,3.475,3.8,4.02,4.21,4.41,4.615,4.83,5.05,5.275,None,None
,2013-09-04,3.475,3.8,4.015,4.21,4.41,4.615,4.83,5.05,5.275,None,None
,2013-09-05,3.475,3.8,4.02,4.215,4.415,4.62,4.835,5.055,5.28,None,None
,2013-09-06,3.475,3.8,4.02,4.215,4.415,4.62,4.835,5.055,5.28,None,None
,2013-09-09,3.475,3.8,4.02,4.22,4.425,4.63,4.845,5.065,5.295,None,None
,2013-09-10,3.475,3.8,4.03,4.23,4.435,4.65,4.87,5.1,5.335,None,None
,2013-09-11,3.475,3.8,4.03,4.23,4.435,4.65,4.87,5.1,5.335,None,None
,2013-09-12,3.475,3.8,4.03,4.23,4.435,4.65,4.87,5.1,5.335,None,None
,2013-09-13,3.475,3.8,4.03,4.23,4.435,4.65,4.87,5.1,5.335,None,None
,2013-09-16,3.475,3.8,4.03,4.23,4.435,4.65,4.87,5.1,5.335,None,None
,2013-09-17,3.475,3.805,4.035,4.235,4.445,4.66,4.885,5.115,5.355,None,None
,2013-09-18,3.475,3.805,4.04,4.24,4.45,4.665,4.89,5.12,5.36,None,None
,2013-09-19,3.475,3.805,4.045,4.245,4.455,4.67,4.895,5.125,5.365,None,None
,2013-09-20,3.475,3.81,4.05,4.25,4.46,4.675,4.9,5.13,5.365,None,None
,2013-09-23,3.485,3.81,4.05,4.24,4.45,4.665,4.885,5.115,5.355,None,None
,2013-09-24,3.48,3.8,4.04,4.24,4.45,4.66,4.885,5.11,5.35,None,None
,2013-09-25,3.48,3.8,4.04,4.24,4.45,4.66,4.885,5.11,5.35,None,None
,2013-09-26,3.48,3.8,4.035,4.24,4.445,4.66,4.875,5.105,5.335,None,None
,2013-09-27,3.48,3.8,4.035,4.24,4.445,4.65,4.87,5.09,5.32,None,None
,2013-09-30,3.48,3.805,4.035,4.24,4.44,4.65,4.865,5.085,5.31,None,None
,2013-10-01,3.48,3.805,4.035,4.24,4.44,4.65,4.865,5.085,5.31,None,None
,2013-10-02,3.48,3.805,4.035,4.235,4.43,4.63,4.84,5.05,5.27,None,None
,2013-10-03,3.48,3.805,4.035,4.235,4.43,4.625,4.83,5.04,5.25,None,None
,2013-10-04,3.48,3.8,4.015,4.21,4.405,4.61,4.815,5.03,5.25,None,None
,2013-10-07,3.48,3.8,4.015,4.2,4.395,4.6,4.805,5.02,5.24,None,None
,2013-10-08,3.48,3.8,4.015,4.2,4.395,4.6,4.805,5.02,5.24,None,None
,2013-10-09,3.48,3.8,4,4.2,4.395,4.595,4.805,5.015,5.23,None,None
,2013-10-10,3.48,3.8,4.01,4.2,4.395,4.595,4.805,5.015,5.23,None,None
,2013-10-11,3.48,3.805,4.01,4.2,4.395,4.595,4.805,5.015,5.23,None,None
,2013-10-14,3.48,3.8,4.01,4.2,4.395,4.595,4.805,5.015,5.23,None,None
,2013-10-15,3.48,3.8,4.02,4.21,4.405,4.61,4.815,5.03,5.25,None,None
,2013-10-16,3.48,3.8,4.015,4.215,4.41,4.615,4.825,5.035,5.255,None,None
,2013-10-17,3.48,3.8,4.03,4.22,4.425,4.63,4.85,5.07,5.3,None,None
,2013-10-18,3.48,3.805,4.04,4.24,4.445,4.65,4.87,5.09,5.32,None,None
,2013-10-21,3.48,3.805,4.04,4.24,4.445,4.655,4.87,5.095,5.325,None,None
,2013-10-22,3.48,3.805,4.04,4.245,4.445,4.655,4.865,5.085,5.31,None,None
,2013-10-23,3.48,3.805,4.045,4.265,4.47,4.68,4.895,5.115,5.34,None,None
,2013-10-24,3.485,3.805,4.05,4.26,4.485,4.71,4.94,5.18,5.43,None,None
,2013-10-25,3.485,3.805,4.05,4.26,4.485,4.71,4.94,5.18,5.43,None,None
,2013-10-28,3.485,3.805,4.055,4.27,4.485,4.71,4.94,5.18,5.43,None,None
,2013-10-29,3.485,3.805,4.06,4.27,4.485,4.71,4.94,5.18,5.43,None,None
,2013-10-30,3.485,3.805,4.07,4.275,4.49,4.715,4.95,5.19,5.435,None,None
,2013-10-31,3.485,3.805,4.06,4.275,4.495,4.72,4.955,5.195,5.445,None,None
,2013-11-01,3.485,3.805,4.06,4.275,4.495,4.72,4.955,5.195,5.445,None,None
,2013-11-04,3.485,3.805,4.065,4.275,4.495,4.72,4.955,5.195,5.445,None,None
,2013-11-05,3.485,3.81,4.065,4.275,4.495,4.725,4.96,5.205,5.455,None,None
,2013-11-06,3.485,3.81,4.065,4.275,4.49,4.715,4.95,5.195,5.445,None,None
,2013-11-07,3.485,3.81,4.065,4.275,4.49,4.72,4.96,5.205,5.46,None,None
,2013-11-08,3.485,3.81,4.065,4.275,4.49,4.72,4.96,5.205,5.46,None,None
,2013-11-11,3.485,3.81,4.07,4.28,4.505,4.74,4.98,5.23,5.49,None,None
,2013-11-12,3.485,3.81,4.07,4.28,4.505,4.74,4.98,5.23,5.49,None,None
,2013-11-13,3.485,3.81,4.07,4.295,4.52,4.755,4.995,5.25,5.51,None,None
,2013-11-14,3.485,3.81,4.07,4.295,4.52,4.755,4.995,5.25,5.51,None,None
,2013-11-15,3.485,3.815,4.085,4.305,4.53,4.765,5,5.25,5.5,None,None
,2013-11-18,3.485,3.815,4.09,4.31,4.535,4.77,5.01,5.255,5.51,None,None
,2013-11-19,3.485,3.815,4.09,4.31,4.535,4.77,5.01,5.255,5.51,None,None
,2013-11-20,3.485,3.815,4.09,4.31,4.535,4.77,5.01,5.255,5.51,None,None
,2013-11-21,3.485,3.82,4.09,4.31,4.535,4.77,5.01,5.26,5.515,None,None
,2013-11-22,3.485,3.825,4.095,4.315,4.545,4.78,5.025,5.275,5.535,None,None
,2013-11-25,3.485,3.825,4.105,4.315,4.545,4.78,5.025,5.275,5.535,None,None
,2013-11-26,3.485,3.825,4.105,4.315,4.545,4.78,5.025,5.275,5.535,None,None
,2013-11-27,3.485,3.825,4.105,4.315,4.545,4.78,5.025,5.275,5.535,None,None
,2013-11-28,3.485,3.825,4.105,4.315,4.545,4.78,5.025,5.275,5.535,None,None
,2013-11-29,3.485,3.825,4.105,4.315,4.545,4.78,5.025,5.275,5.535,None,None
,2013-12-02,3.485,3.825,4.105,4.32,4.55,4.785,5.03,5.28,5.54,None,None
,2013-12-03,3.485,3.825,4.105,4.32,4.55,4.785,5.03,5.28,5.54,None,None
,2013-12-04,3.485,3.825,4.105,4.32,4.55,4.785,5.025,5.275,5.535,None,None
,2013-12-05,3.485,3.825,4.105,4.32,4.55,4.785,5.025,5.275,5.535,None,None
,2013-12-06,3.485,3.83,4.105,4.335,4.565,4.805,5.05,5.3,5.56,None,None
,2013-12-09,3.485,3.83,4.115,4.335,4.565,4.805,5.05,5.3,5.56,None,None
,2013-12-10,3.485,3.83,4.115,4.335,4.565,4.805,5.05,5.3,5.56,None,None
,2013-12-11,3.485,3.83,4.115,4.335,4.565,4.805,5.05,5.3,5.56,None,None
,2013-12-12,3.485,3.83,4.115,4.335,4.565,4.8,5.04,5.29,5.55,None,None
,2013-12-13,3.495,3.83,4.115,4.33,4.555,4.785,5.02,5.265,5.52,None,None
,2013-12-16,3.5,3.835,4.11,4.33,4.555,4.79,5.03,5.28,5.54,None,None
,2013-12-17,3.5,3.835,4.11,4.33,4.555,4.79,5.03,5.28,5.54,None,None
,2013-12-18,3.495,3.84,4.12,4.33,4.555,4.79,5.03,5.28,5.54,None,None
,2013-12-19,3.495,3.84,4.12,4.33,4.555,4.79,5.03,5.28,5.54,None,None
,2013-12-20,3.5,3.84,4.12,4.335,4.56,4.795,5.035,5.285,5.545,None,None
,2013-12-23,3.5,3.84,4.13,4.34,4.565,4.8,5.045,5.295,5.55,None,None
,2013-12-24,3.5,3.85,4.125,4.34,4.57,4.81,5.055,5.31,5.575,None,None
,2013-12-25,3.5,3.85,4.125,4.34,4.57,4.81,5.055,5.31,5.575,None,None
,2013-12-26,3.5,3.86,4.13,4.34,4.57,4.81,5.055,5.31,5.575,None,None
,2013-12-27,3.5,3.86,4.13,4.345,4.585,4.83,5.09,5.355,5.63,None,None
,2013-12-30,3.5,3.865,4.13,4.345,4.585,4.83,5.09,5.355,5.63,None,None
,2013-12-31,3.5,3.865,4.13,4.345,4.585,4.83,5.09,5.355,5.63,None,None
,2014-01-01,3.865,4.13,4.345,4.585,4.83,5.09,5.355,5.63,None,None,None
,2014-01-02,3.86,4.13,4.34,4.585,4.835,5.1,5.37,5.65,None,None,None
,2014-01-03,3.86,4.13,4.33,4.585,4.835,5.1,5.37,5.65,None,None,None
,2014-01-06,3.86,4.13,4.345,4.58,4.83,5.09,5.36,5.64,None,None,None
,2014-01-07,3.86,4.135,4.345,4.58,4.83,5.09,5.36,5.64,None,None,None
,2014-01-08,3.855,4.14,4.35,4.58,4.83,5.085,5.35,5.625,None,None,None
,2014-01-09,3.86,4.135,4.355,4.585,4.825,5.075,5.335,5.6,None,None,None
,2014-01-10,3.86,4.135,4.35,4.57,4.81,5.055,5.31,5.57,None,None,None
,2014-01-13,3.86,4.135,4.35,4.57,4.81,5.055,5.31,5.57,None,None,None
,2014-01-14,3.86,4.14,4.35,4.575,4.81,5.055,5.31,5.575,None,None,None
,2014-01-15,3.86,4.14,4.35,4.575,4.81,5.055,5.31,5.575,None,None,None
,2014-01-16,3.865,4.14,4.35,4.575,4.81,5.055,5.31,5.575,5.85,6.13,None
,2014-01-17,3.87,4.14,4.35,4.575,4.81,5.055,5.31,5.575,5.85,6.13,None
,2014-01-20,3.87,4.14,4.35,4.575,4.81,5.055,5.31,5.575,5.85,6.13,None
,2014-01-21,3.87,4.14,4.35,4.575,4.81,5.055,5.31,5.575,5.85,6.13,None
,2014-01-22,3.87,4.145,4.35,4.575,4.81,5.055,5.31,5.575,5.85,6.13,None
,2014-01-23,3.87,4.145,4.355,4.58,4.82,5.065,5.315,5.58,5.855,6.14,None
,2014-01-24,3.87,4.14,4.35,4.575,4.81,5.05,5.3,5.56,5.835,6.115,None
,2014-01-27,3.87,4.14,4.335,4.56,4.79,5.035,5.285,5.545,5.81,6.09,None
,2014-01-28,3.87,4.14,4.335,4.56,4.79,5.035,5.285,5.545,5.81,6.09,None
,2014-01-29,3.87,4.145,4.345,4.57,4.8,5.045,5.295,5.555,5.825,6.105,None
,2014-01-30,3.87,4.145,4.345,4.555,4.785,5.025,5.27,5.53,5.795,6.07,None
,2014-01-31,3.87,4.145,4.345,4.555,4.785,5.025,5.27,5.53,5.795,6.07,None
,2014-02-03,3.87,4.145,4.34,4.55,4.78,5.015,5.26,5.515,5.775,6.05,None
,2014-02-04,3.87,4.145,4.34,4.54,4.765,5,5.24,5.49,5.75,6.02,None
,2014-02-05,3.87,4.145,4.345,4.55,4.765,4.99,5.225,5.465,5.71,5.97,None
,2014-02-06,3.87,4.145,4.345,4.545,4.76,4.985,5.22,5.46,5.705,5.96,None
,2014-02-07,3.87,4.145,4.345,4.545,4.76,4.985,5.22,5.46,5.705,5.96,None
,2014-02-10,3.87,4.15,4.345,4.55,4.765,4.99,5.22,5.46,5.705,5.96,None
,2014-02-11,3.87,4.15,4.345,4.55,4.765,4.99,5.22,5.46,5.705,5.96,None
,2014-02-12,3.875,4.15,4.345,4.555,4.77,4.995,5.23,5.47,5.72,5.975,None
,2014-02-13,3.88,4.145,4.35,4.555,4.77,4.995,5.23,5.47,5.72,5.975,None
,2014-02-14,3.88,4.15,4.35,4.555,4.77,4.995,5.23,5.47,5.72,5.975,None
,2014-02-17,3.88,4.15,4.35,4.555,4.77,4.995,5.23,5.47,5.72,5.975,None
,2014-02-18,3.88,4.15,4.355,4.565,4.785,5.01,5.24,5.48,5.73,5.99,None
,2014-02-19,3.88,4.155,4.355,4.565,4.785,5.01,5.24,5.48,5.73,5.99,None
,2014-02-20,3.88,4.155,4.355,4.56,4.775,5,5.235,5.475,5.725,5.98,None
,2014-02-21,3.88,4.155,4.355,4.56,4.775,5,5.23,5.465,5.71,5.965,None
,2014-02-24,3.88,4.155,4.36,4.565,4.78,5.005,5.235,5.47,5.72,5.97,None
,2014-02-25,3.88,4.155,4.36,4.565,4.78,5.005,5.24,5.485,5.735,5.99,None
,2014-02-26,3.88,4.155,4.36,4.565,4.775,5.005,5.24,5.49,5.75,6.015,None
,2014-02-27,3.88,4.16,4.36,4.565,4.775,5.005,5.24,5.49,5.75,6.015,None
,2014-02-28,3.88,4.16,4.36,4.565,4.775,5.005,5.24,5.49,5.75,6.015,None
,2014-03-03,3.88,4.165,4.365,4.57,4.78,5,5.23,5.465,5.715,5.97,None
,2014-03-04,3.88,4.165,4.365,4.57,4.77,4.99,5.225,5.46,5.71,5.965,None
,2014-03-05,3.885,4.165,4.365,4.57,4.77,4.99,5.225,5.46,5.71,5.965,None
,2014-03-06,3.885,4.165,4.375,4.57,4.78,4.995,5.22,5.45,5.69,5.935,None
,2014-03-07,3.885,4.165,4.375,4.57,4.78,4.995,5.22,5.45,5.69,5.935,None
,2014-03-10,3.885,4.165,4.375,4.575,4.785,5,5.225,5.455,5.695,5.94,None
,2014-03-11,3.885,4.17,4.375,4.575,4.785,5,5.225,5.455,5.695,5.94,None
,2014-03-12,3.89,4.17,4.375,4.57,4.78,4.995,5.22,5.45,5.69,5.935,None
,2014-03-13,3.89,4.175,4.375,4.57,4.78,4.995,5.22,5.45,5.69,5.935,None
,2014-03-14,3.89,4.175,4.375,4.57,4.77,4.975,5.185,5.405,5.63,5.865,None
,2014-03-17,3.89,4.175,4.375,4.57,4.77,4.975,5.185,5.405,5.63,5.865,None
,2014-03-18,3.89,4.175,4.375,4.57,4.775,4.985,5.2,5.425,5.655,5.895,None
,2014-03-19,3.89,4.175,4.375,4.57,4.775,4.985,5.2,5.425,5.655,5.895,None
,2014-03-20,3.89,4.175,4.37,4.57,4.775,4.985,5.2,5.425,5.655,5.895,None
,2014-03-21,3.895,4.175,4.37,4.57,4.775,4.985,5.2,5.425,5.655,5.895,None
,2014-03-24,3.89,4.175,4.37,4.57,4.775,4.985,5.2,5.425,5.655,5.895,None
,2014-03-25,3.89,4.175,4.37,4.565,4.765,4.975,5.185,5.41,5.64,5.875,None
,2014-03-26,3.89,4.175,4.375,4.565,4.765,4.975,5.185,5.41,5.64,5.875,None
,2014-03-27,3.885,4.17,4.37,4.565,4.765,4.975,5.185,5.41,5.64,5.875,None
,2014-03-28,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-03-31,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-04-01,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-04-02,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-04-03,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-04-04,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-04-07,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-04-08,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-04-09,3.885,4.165,4.365,4.56,4.755,4.96,5.165,5.385,5.605,5.835,None
,2014-04-10,3.885,4.17,4.365,4.56,4.755,4.955,5.16,5.375,5.595,5.82,None
,2014-04-11,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-14,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-15,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-16,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-17,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-18,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-21,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-22,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-23,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-24,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-25,3.885,4.17,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-28,3.88,4.165,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-29,3.88,4.165,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-04-30,3.885,4.165,4.37,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-05-01,3.885,4.165,4.37,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-05-02,3.885,4.165,4.37,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-05-05,3.88,4.165,4.365,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-05-06,3.885,4.165,4.37,4.555,4.755,4.955,5.17,5.385,5.61,5.845,None
,2014-05-07,3.885,4.18,4.37,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-05-08,3.885,4.165,4.37,4.555,4.745,4.945,5.145,5.355,5.575,5.8,None
,2014-05-09,3.885,4.165,4.37,4.56,4.75,4.95,5.155,5.365,5.58,5.805,None
,2014-05-12,3.885,4.165,4.37,4.56,4.75,4.95,5.155,5.365,5.58,5.805,None
,2014-05-13,3.885,4.165,4.37,4.56,4.75,4.95,5.155,5.365,5.58,5.805,None
,2014-05-14,3.885,4.165,4.37,4.56,4.755,4.96,5.17,5.39,5.61,5.845,None
,2014-05-15,3.885,4.165,4.375,4.56,4.76,4.97,5.185,5.405,5.635,5.87,None
,2014-05-16,3.885,4.165,4.37,4.56,4.76,4.965,5.175,5.395,5.62,5.855,None
,2014-05-19,3.885,4.165,4.37,4.56,4.755,4.96,5.17,5.385,5.61,5.84,None
,2014-05-20,3.885,4.165,4.37,4.555,4.755,4.96,5.175,5.395,5.625,5.86,None
,2014-05-21,3.885,4.17,4.37,4.555,4.755,4.96,5.175,5.395,5.625,5.86,None
,2014-05-22,3.885,4.17,4.37,4.555,4.755,4.96,5.175,5.395,5.625,5.86,None
,2014-05-23,3.885,4.17,4.37,4.555,4.755,4.96,5.175,5.395,5.625,5.86,None
,2014-05-26,3.885,4.17,4.37,4.555,4.755,4.96,5.175,5.395,5.625,5.86,None
,2014-05-27,3.885,4.17,4.37,4.555,4.755,4.96,5.175,5.395,5.625,5.86,None
,2014-05-28,3.885,4.17,4.37,4.555,4.755,4.96,5.175,5.395,5.625,5.86,None
,2014-05-29,3.885,4.17,4.37,4.555,4.755,4.96,5.175,5.395,5.625,5.86,None
,2014-05-30,3.885,4.17,4.37,4.555,4.745,4.94,5.145,5.355,5.57,5.795,None
,2014-06-02,3.885,4.17,4.375,4.555,4.745,4.94,5.145,5.355,5.57,5.795,None
,2014-06-03,3.885,4.17,4.375,4.555,4.745,4.94,5.145,5.355,5.57,5.795,None
,2014-06-04,3.885,4.17,4.375,4.56,4.75,4.945,5.15,5.36,5.58,5.8,None
,2014-06-05,3.885,4.16,4.375,4.56,4.75,4.95,5.155,5.365,5.585,5.81,None
,2014-06-06,3.885,4.17,4.37,4.56,4.75,4.95,5.155,5.365,5.585,5.81,None
,2014-06-09,3.89,4.17,4.37,4.56,4.75,4.95,5.155,5.365,5.585,5.81,None
,2014-06-10,3.89,4.17,4.37,4.56,4.75,4.95,5.155,5.365,5.585,5.81,None
,2014-06-11,3.89,4.17,4.37,4.56,4.75,4.95,5.155,5.365,5.585,5.81,None
,2014-06-12,3.885,4.17,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-13,3.875,4.16,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-16,3.885,4.165,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-17,3.88,4.16,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-18,3.88,4.16,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-19,3.89,4.165,4.375,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-20,3.89,4.165,4.375,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-23,3.89,4.165,4.375,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-24,3.88,4.17,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-25,3.88,4.17,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-26,3.88,4.17,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-27,3.88,4.17,4.37,4.56,4.76,4.965,5.18,5.4,5.63,5.865,None
,2014-06-30,3.88,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-01,3.88,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-02,3.88,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-03,3.88,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-04,3.88,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-07,3.88,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-08,3.88,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-09,3.88,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-10,3.89,4.165,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
,2014-07-11,3.89,4.16,4.365,4.56,4.76,4.965,5.18,5.405,5.635,5.875,None
